,x,y,target
0,26.961437225341797,-8.90506649017334,6.0
1,-15.016956329345703,-12.796338081359863,6.0
2,22.062091827392578,-16.128665924072266,6.0
3,21.626577377319336,-31.220312118530273,6.0
4,-7.766756534576416,36.96564483642578,4.0
5,-6.092611312866211,-40.8396110534668,5.0
6,28.018310546875,-15.166704177856445,6.0
7,-19.409568786621094,-16.406017303466797,3.0
8,40.155426025390625,-1.2322285175323486,6.0
9,42.175018310546875,-20.327983856201172,2.0
10,18.39636993408203,-32.85992431640625,2.0
11,1.860345482826233,43.98124313354492,4.0
12,-12.792272567749023,-8.14557933807373,1.0
13,12.665342330932617,-40.687435150146484,2.0
14,1.4981403350830078,2.877265214920044,3.0
15,4.8026299476623535,-3.35264253616333,2.0
16,-22.933338165283203,-10.7329740524292,1.0
17,42.12776565551758,-22.65270233154297,2.0
18,6.066878795623779,-20.367530822753906,6.0
19,19.974802017211914,30.040451049804688,4.0
20,40.37662887573242,-2.268782615661621,6.0
21,19.32578468322754,36.866554260253906,4.0
22,-9.246453285217285,-32.48716735839844,3.0
23,17.942285537719727,-14.457525253295898,6.0
24,-33.433815002441406,14.420186996459961,1.0
25,10.252398490905762,28.877119064331055,4.0
26,-2.67022705078125,27.47412109375,4.0
27,9.957490921020508,15.54336166381836,6.0
28,-25.885709762573242,-13.39620304107666,1.0
29,-21.29509925842285,-9.487821578979492,1.0
30,-2.852464199066162,-25.33021354675293,3.0
31,15.690195083618164,-35.63511276245117,2.0
32,-19.385879516601562,20.315454483032227,4.0
33,-3.4746434688568115,31.0798282623291,4.0
34,15.797115325927734,41.80788803100586,4.0
35,-13.591407775878906,-17.43977165222168,1.0
36,-24.312726974487305,-11.137924194335938,1.0
37,-2.819762945175171,-6.255643367767334,3.0
38,-12.296095848083496,28.303403854370117,1.0
39,3.4005746841430664,-10.96999454498291,3.0
40,-12.610003471374512,19.961441040039062,1.0
41,-19.96976089477539,37.54780960083008,1.0
42,0.8795391321182251,4.686459064483643,1.0
43,-17.063753128051758,-3.628716230392456,1.0
44,3.766357183456421,-25.950387954711914,1.0
45,21.034257888793945,8.484015464782715,0.0
46,-7.419358730316162,-43.336631774902344,5.0
47,-13.65847396850586,-10.260740280151367,1.0
48,2.6343331336975098,44.11075973510742,4.0
49,-24.92939567565918,-0.1372649222612381,1.0
50,-4.597382068634033,-41.95107650756836,5.0
51,-38.74893569946289,9.092058181762695,6.0
52,-8.858562469482422,36.87471008300781,4.0
53,4.803537845611572,-3.3539860248565674,2.0
54,-22.177791595458984,-2.669781446456909,1.0
55,13.042852401733398,29.4301815032959,4.0
56,21.577756881713867,-9.285654067993164,6.0
57,3.006768226623535,44.95271682739258,4.0
58,-24.081443786621094,20.291383743286133,3.0
59,19.974802017211914,30.040451049804688,4.0
60,-19.90028953552246,17.37576675415039,3.0
61,-34.404197692871094,-4.489469528198242,1.0
62,-16.358312606811523,-12.985733032226562,1.0
63,-5.542952537536621,25.426956176757812,1.0
64,-28.982868194580078,-6.556471824645996,1.0
65,-15.860370635986328,-27.896997451782227,0.0
66,38.86552810668945,-9.685866355895996,6.0
67,-35.66425704956055,-20.158937454223633,4.0
68,-7.583325386047363,37.67684555053711,4.0
69,4.567760467529297,37.47539138793945,4.0
70,0.5142248868942261,-0.11271543055772781,1.0
71,39.07498550415039,-11.819043159484863,6.0
72,2.3579201698303223,25.362167358398438,4.0
73,-24.0520076751709,-29.679349899291992,0.0
74,-31.0861873626709,27.648591995239258,1.0
75,38.611942291259766,-2.649888277053833,6.0
76,-16.491497039794922,34.367919921875,1.0
77,7.273669242858887,29.905122756958008,4.0
78,32.420467376708984,-0.9716545343399048,6.0
79,-1.0052142143249512,-7.927410125732422,3.0
80,17.456939697265625,-12.555484771728516,6.0
81,-33.21834945678711,-9.886363983154297,1.0
82,33.07374572753906,-15.58833122253418,6.0
83,-1.2716624736785889,-7.397141456604004,3.0
84,-37.31913757324219,3.594119071960449,1.0
85,13.601823806762695,-18.9190616607666,1.0
86,1.7146155834197998,29.01919937133789,4.0
87,-23.92221450805664,-17.44704246520996,1.0
88,-14.775650024414062,0.012372851371765137,1.0
89,2.6056034564971924,3.1333999633789062,1.0
90,-29.404823303222656,-31.194917678833008,0.0
91,-25.92437744140625,-17.362939834594727,1.0
92,12.24662971496582,-31.216148376464844,6.0
93,-35.661277770996094,6.008021831512451,1.0
94,31.709989547729492,-3.321718692779541,6.0
95,10.912393569946289,51.55086135864258,4.0
96,15.928462028503418,-20.783910751342773,6.0
97,-20.974279403686523,-15.284502983093262,1.0
98,8.421439170837402,49.843658447265625,4.0
99,-22.177791595458984,-2.669781446456909,1.0
100,-6.602856636047363,44.93201446533203,0.0
101,20.33111000061035,-27.74533462524414,6.0
102,3.923588752746582,-4.916377067565918,2.0
103,-13.376810073852539,4.818392753601074,1.0
104,-12.248229026794434,5.895295143127441,1.0
105,19.08380699157715,-42.14713668823242,2.0
106,-13.152528762817383,28.187305450439453,1.0
107,15.478720664978027,35.88257598876953,4.0
108,9.231099128723145,46.79385757446289,4.0
109,-28.446651458740234,10.478228569030762,1.0
110,-27.862892150878906,-23.896936416625977,0.0
111,29.177072525024414,-15.695350646972656,6.0
112,-26.743173599243164,-33.19390869140625,0.0
113,16.193269729614258,34.19302749633789,4.0
114,-10.860600471496582,32.018463134765625,4.0
115,21.118730545043945,36.3123664855957,4.0
116,4.570459842681885,43.91594314575195,4.0
117,11.456147193908691,-26.1976261138916,6.0
118,23.632320404052734,7.724698543548584,0.0
119,4.7948222160339355,3.820263147354126,4.0
120,36.875858306884766,-4.9867143630981445,6.0
121,-23.875303268432617,-6.5694379806518555,1.0
122,28.320556640625,-23.52350616455078,6.0
123,-3.217778444290161,-42.04014587402344,5.0
124,9.28776741027832,23.142045974731445,4.0
125,13.514910697937012,-34.82973861694336,2.0
126,-23.3814754486084,-30.189661026000977,0.0
127,23.06761360168457,10.341712951660156,0.0
128,-24.023542404174805,4.148490905761719,1.0
129,39.19412612915039,-5.56847620010376,2.0
130,-14.385543823242188,28.81804847717285,1.0
131,12.985621452331543,-15.415761947631836,6.0
132,-33.88579559326172,6.671483516693115,1.0
133,22.049610137939453,-37.738563537597656,6.0
134,-37.49484634399414,9.742450714111328,4.0
135,13.47216796875,-4.769262313842773,3.0
136,-5.739491939544678,-30.69636344909668,3.0
137,-6.22783088684082,35.002742767333984,1.0
138,30.878192901611328,17.03455352783203,0.0
139,-29.52043342590332,-8.677777290344238,1.0
140,-14.524561882019043,17.23887062072754,4.0
141,-24.787050247192383,-5.730393409729004,1.0
142,31.302406311035156,-4.344413757324219,6.0
143,19.509641647338867,-39.04280090332031,6.0
144,-19.690393447875977,-10.319104194641113,1.0
145,30.715757369995117,-17.282655715942383,6.0
146,5.229286193847656,29.982666015625,4.0
147,28.98668670654297,4.971553802490234,6.0
148,-0.6937999725341797,11.549727439880371,4.0
149,-8.152935981750488,19.345949172973633,1.0
150,-29.408353805541992,-13.5796480178833,3.0
151,-1.714109182357788,20.206485748291016,4.0
152,10.120375633239746,38.9012336730957,4.0
153,-32.92544174194336,10.438858985900879,1.0
154,-15.457777976989746,11.922819137573242,1.0
155,21.30315399169922,-25.019224166870117,2.0
156,7.68975305557251,45.306026458740234,4.0
157,19.008586883544922,-15.317791938781738,6.0
158,23.78492546081543,-12.101088523864746,6.0
159,-10.862607955932617,18.020954132080078,1.0
160,-14.775754928588867,14.663363456726074,1.0
161,6.086249828338623,14.590357780456543,4.0
162,-3.5332953929901123,-40.5381965637207,5.0
163,-28.725252151489258,-29.30487823486328,0.0
164,-37.2033576965332,11.123501777648926,4.0
165,9.721185684204102,-17.181150436401367,6.0
166,-8.479473114013672,-19.874065399169922,1.0
167,-17.41609001159668,36.729366302490234,4.0
168,-32.12449645996094,-26.39251136779785,0.0
169,31.31183433532715,1.5909942388534546,6.0
170,23.79304313659668,12.587388038635254,6.0
171,-9.790701866149902,-29.96156883239746,3.0
172,-0.12588077783584595,7.035281658172607,1.0
173,3.192115068435669,-18.496841430664062,6.0
