,x,y,target
0,-16.835237503051758,-22.463294982910156,5.0
1,-27.191455841064453,-17.467485427856445,5.0
2,3.6350936889648438,-27.16649627685547,1.0
3,4.804439067840576,16.370206832885742,3.0
4,12.743562698364258,7.2392683029174805,3.0
5,26.134599685668945,34.802085876464844,0.0
6,17.087709426879883,33.47924041748047,0.0
7,1.9361001253128052,0.20513613522052765,1.0
8,-4.387884140014648,-5.738071918487549,1.0
9,30.784107208251953,-15.749168395996094,0.0
10,-45.59977722167969,24.796173095703125,0.0
11,8.017775535583496,20.328582763671875,3.0
12,-19.33699607849121,-27.51811408996582,5.0
13,22.612133026123047,37.64664077758789,0.0
14,-6.460549831390381,-18.613176345825195,1.0
15,2.646552324295044,12.524849891662598,3.0
16,-4.15097713470459,-24.58550453186035,1.0
17,9.979948043823242,36.06290817260742,0.0
18,-31.973604202270508,-21.90118408203125,5.0
19,-17.00189208984375,-14.328961372375488,1.0
20,-30.139467239379883,-32.32589340209961,5.0
21,-12.682397842407227,14.963885307312012,4.0
22,-43.623374938964844,21.078115463256836,1.0
23,18.8115291595459,-14.839882850646973,0.0
24,-15.5131196975708,-12.771138191223145,1.0
25,-7.262384414672852,-3.650817632675171,1.0
26,17.168371200561523,-3.9400155544281006,0.0
27,-11.861588478088379,14.063243865966797,4.0
28,-4.6315388679504395,-23.91111946105957,1.0
29,-6.853852272033691,-22.773971557617188,1.0
30,-9.107985496520996,-4.107685565948486,1.0
31,7.298669338226318,-24.965251922607422,0.0
32,16.391740798950195,37.48674392700195,0.0
33,25.831558227539062,-12.051194190979004,0.0
34,-25.733707427978516,-19.7625789642334,5.0
35,-9.693212509155273,-18.31238555908203,1.0
36,-5.795811176300049,-29.147844314575195,1.0
37,-14.370826721191406,-18.24791717529297,1.0
38,-13.17604923248291,-25.77789878845215,1.0
39,10.886817932128906,20.269500732421875,0.0
40,-29.161718368530273,-32.16120529174805,5.0
41,15.001762390136719,30.586149215698242,0.0
42,6.153921604156494,16.200254440307617,3.0
43,0.8956484198570251,13.540441513061523,3.0
44,13.611778259277344,4.225422382354736,3.0
45,0.4809890389442444,-16.481334686279297,1.0
46,30.284534454345703,-11.255597114562988,0.0
47,10.368266105651855,38.25741195678711,0.0
48,14.986749649047852,31.643123626708984,0.0
49,2.5058512687683105,-25.402965545654297,1.0
50,-2.2883453369140625,-14.009612083435059,1.0
51,-46.5606803894043,26.1861515045166,0.0
52,-7.678994655609131,-8.489548683166504,1.0
